REGION_RESIDENCIA;CODIGO_REGION;FECHA;CAMAS_UCI_HABILITADAS;CAMAS_UCI_OCUPADAS_COVID_19;CAMAS_UCI_OCUPADAS_NO_COVID_19;CAMAS_BASE_2019;SEMANA
Libertador General Bernardo O'Higgins;06;2020-06-14;104;42;51;61;2020-06-08
Libertador General Bernardo O'Higgins;06;2020-06-15;104;42;55;61;2020-06-15
Libertador General Bernardo O'Higgins;06;2020-06-16;104;42;52;61;2020-06-15
Libertador General Bernardo O'Higgins;06;2020-06-17;104;43;59;61;2020-06-15
Libertador General Bernardo O'Higgins;06;2020-06-18;113;52;49;61;2020-06-15
Libertador General Bernardo O'Higgins;06;2020-06-19;112;57;46;61;2020-06-15
Libertador General Bernardo O'Higgins;06;2020-06-20;114;59;40;61;2020-06-15
Libertador General Bernardo O'Higgins;06;2020-06-21;121;59;45;61;2020-06-15
Libertador General Bernardo O'Higgins;06;2020-06-22;121;58;54;61;2020-06-22
Libertador General Bernardo O'Higgins;06;2020-06-23;128;68;42;61;2020-06-22
Libertador General Bernardo O'Higgins;06;2020-06-24;129;87;25;61;2020-06-22
Libertador General Bernardo O'Higgins;06;2020-06-25;125;89;24;61;2020-06-22
Libertador General Bernardo O'Higgins;06;2020-06-26;126;91;22;61;2020-06-22
Libertador General Bernardo O'Higgins;06;2020-06-27;128;94;15;61;2020-06-22
Libertador General Bernardo O'Higgins;06;2020-06-28;125;93;20;61;2020-06-22
Libertador General Bernardo O'Higgins;06;2020-06-29;125;95;12;61;2020-06-29
Libertador General Bernardo O'Higgins;06;2020-06-30;124;97;13;61;2020-06-29
Libertador General Bernardo O'Higgins;06;2020-07-01;124;105;11;61;2020-06-29
Libertador General Bernardo O'Higgins;06;2020-07-02;128;96;20;61;2020-06-29
Libertador General Bernardo O'Higgins;06;2020-07-03;128;98;16;61;2020-06-29
Libertador General Bernardo O'Higgins;06;2020-07-04;123;101;10;61;2020-06-29
Libertador General Bernardo O'Higgins;06;2020-07-05;133;100;20;61;2020-06-29
Libertador General Bernardo O'Higgins;06;2020-07-06;133;101;18;61;2020-07-06
Libertador General Bernardo O'Higgins;06;2020-07-07;133;98;21;61;2020-07-06
Libertador General Bernardo O'Higgins;06;2020-07-08;133;96;24;61;2020-07-06
Libertador General Bernardo O'Higgins;06;2020-07-09;133;95;27;61;2020-07-06
Libertador General Bernardo O'Higgins;06;2020-07-10;135;95;17;61;2020-07-06
Libertador General Bernardo O'Higgins;06;2020-07-11;135;89;19;61;2020-07-06
Libertador General Bernardo O'Higgins;06;2020-07-12;135;88;21;61;2020-07-06
Libertador General Bernardo O'Higgins;06;2020-07-13;135;84;27;61;2020-07-13
Libertador General Bernardo O'Higgins;06;2020-07-14;135;82;30;61;2020-07-13
Libertador General Bernardo O'Higgins;06;2020-07-15;135;80;30;61;2020-07-13
Libertador General Bernardo O'Higgins;06;2020-07-16;144;72;39;61;2020-07-13
Libertador General Bernardo O'Higgins;06;2020-07-17;145;73;32;61;2020-07-13
Libertador General Bernardo O'Higgins;06;2020-07-18;143;71;34;61;2020-07-13
Libertador General Bernardo O'Higgins;06;2020-07-19;142;75;31;61;2020-07-13
Libertador General Bernardo O'Higgins;06;2020-07-20;141;75;38;61;2020-07-20
Libertador General Bernardo O'Higgins;06;2020-07-21;140;63;51;61;2020-07-20
Libertador General Bernardo O'Higgins;06;2020-07-22;140;66;48;61;2020-07-20
Libertador General Bernardo O'Higgins;06;2020-07-23;142;64;43;61;2020-07-20
Libertador General Bernardo O'Higgins;06;2020-07-24;141;60;45;61;2020-07-20
Libertador General Bernardo O'Higgins;06;2020-07-25;142;64;42;61;2020-07-20
Libertador General Bernardo O'Higgins;06;2020-07-26;142;66;40;61;2020-07-20
Libertador General Bernardo O'Higgins;06;2020-07-27;142;59;45;61;2020-07-27
Libertador General Bernardo O'Higgins;06;2020-07-28;142;56;47;61;2020-07-27
Libertador General Bernardo O'Higgins;06;2020-07-29;142;48;54;61;2020-07-27
Libertador General Bernardo O'Higgins;06;2020-07-30;142;50;50;61;2020-07-27
Libertador General Bernardo O'Higgins;06;2020-07-31;142;50;52;61;2020-07-27
Libertador General Bernardo O'Higgins;06;2020-08-01;142;51;53;61;2020-07-27
Libertador General Bernardo O'Higgins;06;2020-08-02;141;51;55;61;2020-07-27
Libertador General Bernardo O'Higgins;06;2020-08-03;141;53;51;61;2020-08-03
Libertador General Bernardo O'Higgins;06;2020-08-04;141;48;53;61;2020-08-03
Libertador General Bernardo O'Higgins;06;2020-08-05;142;42;62;61;2020-08-03
Libertador General Bernardo O'Higgins;06;2020-08-06;133;44;57;61;2020-08-03
Libertador General Bernardo O'Higgins;06;2020-08-07;134;45;56;61;2020-08-03
Libertador General Bernardo O'Higgins;06;2020-08-08;133;45;51;61;2020-08-03
Libertador General Bernardo O'Higgins;06;2020-08-09;134;46;53;61;2020-08-03
Libertador General Bernardo O'Higgins;06;2020-08-10;134;47;51;61;2020-08-10
Libertador General Bernardo O'Higgins;06;2020-08-11;134;42;57;61;2020-08-10
Libertador General Bernardo O'Higgins;06;2020-08-12;127;49;44;61;2020-08-10
Libertador General Bernardo O'Higgins;06;2020-08-13;122;47;42;61;2020-08-10
Libertador General Bernardo O'Higgins;06;2020-08-14;117;46;44;61;2020-08-10
Libertador General Bernardo O'Higgins;06;2020-08-15;112;48;45;61;2020-08-10
Libertador General Bernardo O'Higgins;06;2020-08-16;103;48;38;61;2020-08-10
Libertador General Bernardo O'Higgins;06;2020-08-17;103;47;35;61;2020-08-17
Libertador General Bernardo O'Higgins;06;2020-08-18;103;39;50;61;2020-08-17
Libertador General Bernardo O'Higgins;06;2020-08-19;111;36;46;61;2020-08-17
Libertador General Bernardo O'Higgins;06;2020-08-20;111;42;48;61;2020-08-17
Libertador General Bernardo O'Higgins;06;2020-08-21;111;42;45;61;2020-08-17
Libertador General Bernardo O'Higgins;06;2020-08-22;113;45;39;61;2020-08-17
Libertador General Bernardo O'Higgins;06;2020-08-23;111;46;38;61;2020-08-17
Libertador General Bernardo O'Higgins;06;2020-08-24;112;46;37;61;2020-08-24
Libertador General Bernardo O'Higgins;06;2020-08-25;112;43;43;61;2020-08-24
Libertador General Bernardo O'Higgins;06;2020-08-26;111;45;39;61;2020-08-24
Libertador General Bernardo O'Higgins;06;2020-08-27;111;47;31;61;2020-08-24
Libertador General Bernardo O'Higgins;06;2020-08-28;111;43;36;61;2020-08-24
Libertador General Bernardo O'Higgins;06;2020-08-29;111;42;45;61;2020-08-24
Libertador General Bernardo O'Higgins;06;2020-08-30;105;47;39;61;2020-08-24
Libertador General Bernardo O'Higgins;06;2020-08-31;105;49;39;61;2020-08-31
Libertador General Bernardo O'Higgins;06;2020-09-01;105;46;42;61;2020-08-31
Libertador General Bernardo O'Higgins;06;2020-09-02;106;46;43;61;2020-08-31
Libertador General Bernardo O'Higgins;06;2020-09-03;109;45;45;61;2020-08-31
Libertador General Bernardo O'Higgins;06;2020-09-04;107;48;42;61;2020-08-31
Libertador General Bernardo O'Higgins;06;2020-09-05;109;47;49;61;2020-08-31
Libertador General Bernardo O'Higgins;06;2020-09-06;111;47;49;61;2020-08-31
Libertador General Bernardo O'Higgins;06;2020-09-07;112;48;53;61;2020-09-07
Libertador General Bernardo O'Higgins;06;2020-09-08;111;48;49;61;2020-09-07
Libertador General Bernardo O'Higgins;06;2020-09-09;109;42;56;61;2020-09-07
Libertador General Bernardo O'Higgins;06;2020-09-10;111;48;47;61;2020-09-07
Libertador General Bernardo O'Higgins;06;2020-09-11;109;48;45;61;2020-09-07
Libertador General Bernardo O'Higgins;06;2020-09-12;110;52;42;61;2020-09-07
Libertador General Bernardo O'Higgins;06;2020-09-13;110;53;43;61;2020-09-07
Libertador General Bernardo O'Higgins;06;2020-09-14;111;53;47;61;2020-09-14
Libertador General Bernardo O'Higgins;06;2020-09-15;111;54;49;61;2020-09-14
Libertador General Bernardo O'Higgins;06;2020-09-16;110;55;44;61;2020-09-14
Libertador General Bernardo O'Higgins;06;2020-09-17;111;54;43;61;2020-09-14
Libertador General Bernardo O'Higgins;06;2020-09-18;110;55;38;61;2020-09-14
Libertador General Bernardo O'Higgins;06;2020-09-19;112;56;41;61;2020-09-14
Libertador General Bernardo O'Higgins;06;2020-09-20;112;58;38;61;2020-09-14
Libertador General Bernardo O'Higgins;06;2020-09-21;112;59;37;61;2020-09-21
Libertador General Bernardo O'Higgins;06;2020-09-22;112;51;49;61;2020-09-21
Libertador General Bernardo O'Higgins;06;2020-09-23;110;54;46;61;2020-09-21
Libertador General Bernardo O'Higgins;06;2020-09-24;112;50;49;61;2020-09-21
Libertador General Bernardo O'Higgins;06;2020-09-25;115;49;54;61;2020-09-21
Libertador General Bernardo O'Higgins;06;2020-09-26;112;49;50;61;2020-09-21
Libertador General Bernardo O'Higgins;06;2020-09-27;112;50;50;61;2020-09-21
Libertador General Bernardo O'Higgins;06;2020-09-28;113;50;52;61;2020-09-28
Libertador General Bernardo O'Higgins;06;2020-09-29;113;44;58;61;2020-09-28
Libertador General Bernardo O'Higgins;06;2020-09-30;112;46;57;61;2020-09-28
Libertador General Bernardo O'Higgins;06;2020-10-01;112;48;51;61;2020-09-28
Libertador General Bernardo O'Higgins;06;2020-10-02;112;48;53;61;2020-09-28
Libertador General Bernardo O'Higgins;06;2020-10-03;113;46;55;61;2020-09-28
Libertador General Bernardo O'Higgins;06;2020-10-04;114;46;53;61;2020-09-28
Libertador General Bernardo O'Higgins;06;2020-10-05;114;47;51;61;2020-10-05
Libertador General Bernardo O'Higgins;06;2020-10-06;114;46;51;61;2020-10-05
Libertador General Bernardo O'Higgins;06;2020-10-07;112;38;60;61;2020-10-05
Libertador General Bernardo O'Higgins;06;2020-10-08;112;50;51;61;2020-10-05
Libertador General Bernardo O'Higgins;06;2020-10-09;112;52;37;61;2020-10-05
Libertador General Bernardo O'Higgins;06;2020-10-10;112;49;42;61;2020-10-05
Libertador General Bernardo O'Higgins;06;2020-10-11;113;49;46;61;2020-10-05
Libertador General Bernardo O'Higgins;06;2020-10-12;114;49;48;61;2020-10-12
Libertador General Bernardo O'Higgins;06;2020-10-13;115;49;48;61;2020-10-12
Libertador General Bernardo O'Higgins;06;2020-10-14;112;47;42;61;2020-10-12
Libertador General Bernardo O'Higgins;06;2020-10-15;113;52;49;61;2020-10-12
Libertador General Bernardo O'Higgins;06;2020-10-16;113;51;50;61;2020-10-12
Libertador General Bernardo O'Higgins;06;2020-10-17;112;49;44;61;2020-10-12
Libertador General Bernardo O'Higgins;06;2020-10-18;113;50;43;61;2020-10-12
Libertador General Bernardo O'Higgins;06;2020-10-19;113;50;45;61;2020-10-19
Libertador General Bernardo O'Higgins;06;2020-10-20;117;48;51;61;2020-10-19
Libertador General Bernardo O'Higgins;06;2020-10-21;110;48;38;61;2020-10-19
Libertador General Bernardo O'Higgins;06;2020-10-22;103;49;32;61;2020-10-19
Libertador General Bernardo O'Higgins;06;2020-10-23;102;45;37;61;2020-10-19
Libertador General Bernardo O'Higgins;06;2020-10-24;102;43;38;61;2020-10-19
Libertador General Bernardo O'Higgins;06;2020-10-25;101;42;40;61;2020-10-19
Libertador General Bernardo O'Higgins;06;2020-10-26;101;43;42;61;2020-10-26
Libertador General Bernardo O'Higgins;06;2020-10-27;101;44;42;61;2020-10-26
Libertador General Bernardo O'Higgins;06;2020-10-28;100;44;38;61;2020-10-26
Libertador General Bernardo O'Higgins;06;2020-10-29;92;49;27;61;2020-10-26
Libertador General Bernardo O'Higgins;06;2020-10-30;95;47;31;61;2020-10-26
Libertador General Bernardo O'Higgins;06;2020-10-31;95;48;29;61;2020-10-26
Libertador General Bernardo O'Higgins;06;2020-11-01;95;45;28;61;2020-10-26
Libertador General Bernardo O'Higgins;06;2020-11-02;94;44;32;61;2020-11-02
Libertador General Bernardo O'Higgins;06;2020-11-03;94;43;34;61;2020-11-02
Libertador General Bernardo O'Higgins;06;2020-11-04;94;42;36;61;2020-11-02
Libertador General Bernardo O'Higgins;06;2020-11-05;93;41;40;61;2020-11-02
Libertador General Bernardo O'Higgins;06;2020-11-06;93;41;36;61;2020-11-02
Libertador General Bernardo O'Higgins;06;2020-11-07;92;43;35;61;2020-11-02
Libertador General Bernardo O'Higgins;06;2020-11-08;93;43;33;61;2020-11-02
Libertador General Bernardo O'Higgins;06;2020-11-09;93;43;32;61;2020-11-09
Libertador General Bernardo O'Higgins;06;2020-11-10;93;42;34;61;2020-11-09
Libertador General Bernardo O'Higgins;06;2020-11-11;93;42;33;61;2020-11-09
Libertador General Bernardo O'Higgins;06;2020-11-12;93;42;34;61;2020-11-09
Libertador General Bernardo O'Higgins;06;2020-11-13;93;41;38;61;2020-11-09
Libertador General Bernardo O'Higgins;06;2020-11-14;93;44;32;61;2020-11-09
Libertador General Bernardo O'Higgins;06;2020-11-15;93;40;36;61;2020-11-09
Libertador General Bernardo O'Higgins;06;2020-11-16;91;40;36;61;2020-11-16
Libertador General Bernardo O'Higgins;06;2020-11-17;91;39;37;61;2020-11-16
Libertador General Bernardo O'Higgins;06;2020-11-18;91;40;33;61;2020-11-16
Libertador General Bernardo O'Higgins;06;2020-11-19;91;37;34;61;2020-11-16
Libertador General Bernardo O'Higgins;06;2020-11-20;91;38;36;61;2020-11-16
Libertador General Bernardo O'Higgins;06;2020-11-21;91;36;35;61;2020-11-16
Libertador General Bernardo O'Higgins;06;2020-11-22;91;37;42;61;2020-11-16
Libertador General Bernardo O'Higgins;06;2020-11-23;91;36;44;61;2020-11-23
Libertador General Bernardo O'Higgins;06;2020-11-24;91;36;44;61;2020-11-23
Libertador General Bernardo O'Higgins;06;2020-11-25;91;32;42;61;2020-11-23
Libertador General Bernardo O'Higgins;06;2020-11-26;91;32;42;61;2020-11-23
Libertador General Bernardo O'Higgins;06;2020-11-27;91;32;47;61;2020-11-23
Libertador General Bernardo O'Higgins;06;2020-11-28;91;33;41;61;2020-11-23
Libertador General Bernardo O'Higgins;06;2020-11-29;91;31;36;61;2020-11-23
Libertador General Bernardo O'Higgins;06;2020-11-30;91;31;36;61;2020-11-30
Libertador General Bernardo O'Higgins;06;2020-12-01;91;30;39;61;2020-11-30
Libertador General Bernardo O'Higgins;06;2020-12-02;88;28;34;61;2020-11-30
Libertador General Bernardo O'Higgins;06;2020-12-03;88;28;38;61;2020-11-30
Libertador General Bernardo O'Higgins;06;2020-12-04;84;25;36;61;2020-11-30
Libertador General Bernardo O'Higgins;06;2020-12-05;84;25;36;61;2020-11-30
Libertador General Bernardo O'Higgins;06;2020-12-06;84;26;36;61;2020-11-30
Libertador General Bernardo O'Higgins;06;2020-12-07;84;26;36;61;2020-12-07
Libertador General Bernardo O'Higgins;06;2020-12-08;84;25;38;61;2020-12-07
Libertador General Bernardo O'Higgins;06;2020-12-09;84;24;38;61;2020-12-07
Libertador General Bernardo O'Higgins;06;2020-12-10;84;24;38;61;2020-12-07
Libertador General Bernardo O'Higgins;06;2020-12-11;81;25;36;61;2020-12-07
Libertador General Bernardo O'Higgins;06;2020-12-12;81;20;45;61;2020-12-07
Libertador General Bernardo O'Higgins;06;2020-12-13;81;20;45;61;2020-12-07
Libertador General Bernardo O'Higgins;06;2020-12-14;81;20;45;61;2020-12-14
Libertador General Bernardo O'Higgins;06;2020-12-15;81;21;37;61;2020-12-14
Libertador General Bernardo O'Higgins;06;2020-12-16;81;23;32;61;2020-12-14
Libertador General Bernardo O'Higgins;06;2020-12-17;81;24;32;61;2020-12-14
Libertador General Bernardo O'Higgins;06;2020-12-18;84;25;37;61;2020-12-14
Libertador General Bernardo O'Higgins;06;2020-12-19;84;22;35;61;2020-12-14
Libertador General Bernardo O'Higgins;06;2020-12-20;84;21;37;61;2020-12-14
Libertador General Bernardo O'Higgins;06;2020-12-21;84;21;38;61;2020-12-21
Libertador General Bernardo O'Higgins;06;2020-12-22;84;21;40;61;2020-12-21
Libertador General Bernardo O'Higgins;06;2020-12-23;84;19;38;61;2020-12-21
Libertador General Bernardo O'Higgins;06;2020-12-24;84;19;34;61;2020-12-21
Libertador General Bernardo O'Higgins;06;2020-12-25;84;18;36;61;2020-12-21
Libertador General Bernardo O'Higgins;06;2020-12-26;84;19;34;61;2020-12-21
Libertador General Bernardo O'Higgins;06;2020-12-27;84;19;35;61;2020-12-21
Libertador General Bernardo O'Higgins;06;2020-12-28;84;19;35;61;2020-12-28
Libertador General Bernardo O'Higgins;06;2020-12-29;84;18;39;61;2020-12-28
Libertador General Bernardo O'Higgins;06;2020-12-30;84;21;39;61;2020-12-28
Libertador General Bernardo O'Higgins;06;2020-12-31;84;23;33;61;2020-12-28
Libertador General Bernardo O'Higgins;06;2021-01-01;84;23;35;61;2020-12-28
Libertador General Bernardo O'Higgins;06;2021-01-02;84;22;37;61;2020-12-28
Libertador General Bernardo O'Higgins;06;2021-01-03;84;22;38;61;2020-12-28
Libertador General Bernardo O'Higgins;06;2021-01-04;84;25;40;61;2021-01-04
Libertador General Bernardo O'Higgins;06;2021-01-05;84;25;40;61;2021-01-04
Libertador General Bernardo O'Higgins;06;2021-01-06;84;26;44;61;2021-01-04
Libertador General Bernardo O'Higgins;06;2021-01-07;84;31;40;61;2021-01-04
Libertador General Bernardo O'Higgins;06;2021-01-08;83;31;39;61;2021-01-04
Libertador General Bernardo O'Higgins;06;2021-01-09;83;32;37;61;2021-01-04
Libertador General Bernardo O'Higgins;06;2021-01-10;84;32;37;61;2021-01-04
Libertador General Bernardo O'Higgins;06;2021-01-11;88;33;43;61;2021-01-11
Libertador General Bernardo O'Higgins;06;2021-01-12;84;32;42;61;2021-01-11
Libertador General Bernardo O'Higgins;06;2021-01-13;84;36;34;61;2021-01-11
Libertador General Bernardo O'Higgins;06;2021-01-14;87;41;38;61;2021-01-11
Libertador General Bernardo O'Higgins;06;2021-01-15;87;44;37;61;2021-01-11
Libertador General Bernardo O'Higgins;06;2021-01-16;87;49;34;61;2021-01-11
Libertador General Bernardo O'Higgins;06;2021-01-17;93;52;36;61;2021-01-11
Libertador General Bernardo O'Higgins;06;2021-01-18;93;52;38;61;2021-01-18
Libertador General Bernardo O'Higgins;06;2021-01-19;93;52;33;61;2021-01-18
Libertador General Bernardo O'Higgins;06;2021-01-20;96;47;41;61;2021-01-18
Libertador General Bernardo O'Higgins;06;2021-01-21;96;51;39;61;2021-01-18
Libertador General Bernardo O'Higgins;06;2021-01-22;96;56;35;61;2021-01-18
Libertador General Bernardo O'Higgins;06;2021-01-23;96;57;35;61;2021-01-18
Libertador General Bernardo O'Higgins;06;2021-01-24;96;53;38;61;2021-01-18
Libertador General Bernardo O'Higgins;06;2021-01-25;96;55;37;61;2021-01-25
Libertador General Bernardo O'Higgins;06;2021-01-26;96;58;35;61;2021-01-25
Libertador General Bernardo O'Higgins;06;2021-01-27;102;60;33;61;2021-01-25
Libertador General Bernardo O'Higgins;06;2021-01-28;102;64;32;61;2021-01-25
Libertador General Bernardo O'Higgins;06;2021-01-29;102;69;28;61;2021-01-25
Libertador General Bernardo O'Higgins;06;2021-01-30;104;71;28;61;2021-01-25
Libertador General Bernardo O'Higgins;06;2021-01-31;104;70;29;61;2021-01-25
Libertador General Bernardo O'Higgins;06;2021-02-01;104;70;32;61;2021-02-01
Libertador General Bernardo O'Higgins;06;2021-02-02;107;72;28;61;2021-02-01
Libertador General Bernardo O'Higgins;06;2021-02-03;110;76;22;61;2021-02-01
Libertador General Bernardo O'Higgins;06;2021-02-04;117;76;33;61;2021-02-01
Libertador General Bernardo O'Higgins;06;2021-02-05;117;78;33;61;2021-02-01
Libertador General Bernardo O'Higgins;06;2021-02-06;117;77;36;61;2021-02-01
Libertador General Bernardo O'Higgins;06;2021-02-07;117;75;34;61;2021-02-01
Libertador General Bernardo O'Higgins;06;2021-02-08;117;75;35;61;2021-02-08
Libertador General Bernardo O'Higgins;06;2021-02-09;117;75;30;61;2021-02-08
Libertador General Bernardo O'Higgins;06;2021-02-10;117;64;37;61;2021-02-08
Libertador General Bernardo O'Higgins;06;2021-02-11;117;64;41;61;2021-02-08
Libertador General Bernardo O'Higgins;06;2021-02-12;117;62;40;61;2021-02-08
Libertador General Bernardo O'Higgins;06;2021-02-13;117;62;44;61;2021-02-08
Libertador General Bernardo O'Higgins;06;2021-02-14;117;62;42;61;2021-02-08
Libertador General Bernardo O'Higgins;06;2021-02-15;117;62;40;61;2021-02-15
Libertador General Bernardo O'Higgins;06;2021-02-16;117;63;42;61;2021-02-15
Libertador General Bernardo O'Higgins;06;2021-02-17;117;63;39;61;2021-02-15
Libertador General Bernardo O'Higgins;06;2021-02-18;117;63;39;61;2021-02-15
Libertador General Bernardo O'Higgins;06;2021-02-19;114;62;38;61;2021-02-15
Libertador General Bernardo O'Higgins;06;2021-02-20;114;60;45;61;2021-02-15
Libertador General Bernardo O'Higgins;06;2021-02-21;114;61;43;61;2021-02-15
Libertador General Bernardo O'Higgins;06;2021-02-22;114;64;44;61;2021-02-22
Libertador General Bernardo O'Higgins;06;2021-02-23;114;63;43;61;2021-02-22
Libertador General Bernardo O'Higgins;06;2021-02-24;115;63;40;61;2021-02-22
Libertador General Bernardo O'Higgins;06;2021-02-25;115;58;46;61;2021-02-22
Libertador General Bernardo O'Higgins;06;2021-02-26;114;61;40;61;2021-02-22
Libertador General Bernardo O'Higgins;06;2021-02-27;114;70;33;61;2021-02-22
Libertador General Bernardo O'Higgins;06;2021-02-28;114;71;34;61;2021-02-22
Libertador General Bernardo O'Higgins;06;2021-03-01;114;73;33;61;2021-03-01
Libertador General Bernardo O'Higgins;06;2021-03-02;114;74;33;61;2021-03-01
Libertador General Bernardo O'Higgins;06;2021-03-03;115;76;35;61;2021-03-01
Libertador General Bernardo O'Higgins;06;2021-03-04;114;81;19;61;2021-03-01
Libertador General Bernardo O'Higgins;06;2021-03-05;114;80;29;61;2021-03-01
Libertador General Bernardo O'Higgins;06;2021-03-06;123;84;30;61;2021-03-01
Libertador General Bernardo O'Higgins;06;2021-03-07;123;80;30;61;2021-03-01
Libertador General Bernardo O'Higgins;06;2021-03-08;123;83;29;61;2021-03-08
Libertador General Bernardo O'Higgins;06;2021-03-09;126;86;28;61;2021-03-08
Libertador General Bernardo O'Higgins;06;2021-03-10;133;93;28;61;2021-03-08
Libertador General Bernardo O'Higgins;06;2021-03-11;133;93;26;61;2021-03-08
Libertador General Bernardo O'Higgins;06;2021-03-12;140;94;31;61;2021-03-08
Libertador General Bernardo O'Higgins;06;2021-03-13;140;100;29;61;2021-03-08
Libertador General Bernardo O'Higgins;06;2021-03-14;140;99;29;61;2021-03-08
Libertador General Bernardo O'Higgins;06;2021-03-15;140;99;29;61;2021-03-15
Libertador General Bernardo O'Higgins;06;2021-03-16;140;101;28;61;2021-03-15
Libertador General Bernardo O'Higgins;06;2021-03-17;140;101;28;61;2021-03-15
Libertador General Bernardo O'Higgins;06;2021-03-18;144;98;30;61;2021-03-15
Libertador General Bernardo O'Higgins;06;2021-03-19;144;97;34;61;2021-03-15
Libertador General Bernardo O'Higgins;06;2021-03-20;147;97;41;61;2021-03-15
Libertador General Bernardo O'Higgins;06;2021-03-21;147;100;33;61;2021-03-15
Libertador General Bernardo O'Higgins;06;2021-03-22;149;101;33;61;2021-03-22
Libertador General Bernardo O'Higgins;06;2021-03-23;149;106;36;61;2021-03-22
Libertador General Bernardo O'Higgins;06;2021-03-24;155;107;36;61;2021-03-22
Libertador General Bernardo O'Higgins;06;2021-03-25;159;107;38;61;2021-03-22
Libertador General Bernardo O'Higgins;06;2021-03-26;159;113;39;61;2021-03-22
Libertador General Bernardo O'Higgins;06;2021-03-27;168;119;39;61;2021-03-22
Libertador General Bernardo O'Higgins;06;2021-03-28;170;122;37;61;2021-03-22
Libertador General Bernardo O'Higgins;06;2021-03-29;176;123;44;61;2021-03-29
Libertador General Bernardo O'Higgins;06;2021-03-30;176;124;43;61;2021-03-29
Libertador General Bernardo O'Higgins;06;2021-03-31;178;126;45;61;2021-03-29
Libertador General Bernardo O'Higgins;06;2021-04-01;178;129;41;61;2021-03-29
Libertador General Bernardo O'Higgins;06;2021-04-02;184;134;47;61;2021-03-29
Libertador General Bernardo O'Higgins;06;2021-04-03;184;141;31;61;2021-03-29
Libertador General Bernardo O'Higgins;06;2021-04-04;184;135;31;61;2021-03-29
Libertador General Bernardo O'Higgins;06;2021-04-05;184;132;47;61;2021-04-05
Libertador General Bernardo O'Higgins;06;2021-04-06;184;132;36;61;2021-04-05
Libertador General Bernardo O'Higgins;06;2021-04-07;184;138;28;61;2021-04-05
Libertador General Bernardo O'Higgins;06;2021-04-08;184;138;32;61;2021-04-05
Libertador General Bernardo O'Higgins;06;2021-04-09;184;145;23;61;2021-04-05
Libertador General Bernardo O'Higgins;06;2021-04-10;185;145;22;61;2021-04-05
Libertador General Bernardo O'Higgins;06;2021-04-11;189;150;22;61;2021-04-05
Libertador General Bernardo O'Higgins;06;2021-04-12;189;155;28;61;2021-04-12
Libertador General Bernardo O'Higgins;06;2021-04-13;189;158;23;61;2021-04-12
Libertador General Bernardo O'Higgins;06;2021-04-14;189;150;25;61;2021-04-12
Libertador General Bernardo O'Higgins;06;2021-04-15;192;145;23;61;2021-04-12
Libertador General Bernardo O'Higgins;06;2021-04-16;192;146;31;61;2021-04-12
Libertador General Bernardo O'Higgins;06;2021-04-17;196;152;22;61;2021-04-12
Libertador General Bernardo O'Higgins;06;2021-04-18;199;152;25;61;2021-04-12
Libertador General Bernardo O'Higgins;06;2021-04-19;199;150;22;61;2021-04-19
Libertador General Bernardo O'Higgins;06;2021-04-20;199;156;29;61;2021-04-19
Libertador General Bernardo O'Higgins;06;2021-04-21;207;157;27;61;2021-04-19
Libertador General Bernardo O'Higgins;06;2021-04-22;206;156;28;61;2021-04-19
Libertador General Bernardo O'Higgins;06;2021-04-23;206;157;26;61;2021-04-19
Libertador General Bernardo O'Higgins;06;2021-04-24;206;153;31;61;2021-04-19
Libertador General Bernardo O'Higgins;06;2021-04-25;207;156;24;61;2021-04-19
Libertador General Bernardo O'Higgins;06;2021-04-26;203;160;22;61;2021-04-26
Libertador General Bernardo O'Higgins;06;2021-04-27;203;156;23;61;2021-04-26
Libertador General Bernardo O'Higgins;06;2021-04-28;206;157;23;61;2021-04-26
Libertador General Bernardo O'Higgins;06;2021-04-29;206;157;26;61;2021-04-26
Libertador General Bernardo O'Higgins;06;2021-04-30;206;155;34;61;2021-04-26
Libertador General Bernardo O'Higgins;06;2021-05-01;206;159;22;61;2021-04-26
Libertador General Bernardo O'Higgins;06;2021-05-02;206;151;27;61;2021-04-26
Libertador General Bernardo O'Higgins;06;2021-05-03;206;151;24;61;2021-05-03
Libertador General Bernardo O'Higgins;06;2021-05-04;206;149;22;61;2021-05-03
Libertador General Bernardo O'Higgins;06;2021-05-05;206;149;21;61;2021-05-03
Libertador General Bernardo O'Higgins;06;2021-05-06;206;140;25;61;2021-05-03
Libertador General Bernardo O'Higgins;06;2021-05-07;206;136;31;61;2021-05-03
Libertador General Bernardo O'Higgins;06;2021-05-08;206;135;31;61;2021-05-03
Libertador General Bernardo O'Higgins;06;2021-05-09;206;136;31;61;2021-05-03
Libertador General Bernardo O'Higgins;06;2021-05-10;206;131;39;61;2021-05-10
Libertador General Bernardo O'Higgins;06;2021-05-11;206;122;42;61;2021-05-10
Libertador General Bernardo O'Higgins;06;2021-05-12;206;123;37;61;2021-05-10
Libertador General Bernardo O'Higgins;06;2021-05-13;206;127;32;61;2021-05-10
Libertador General Bernardo O'Higgins;06;2021-05-14;206;120;44;61;2021-05-10
Libertador General Bernardo O'Higgins;06;2021-05-15;206;116;48;61;2021-05-10
Libertador General Bernardo O'Higgins;06;2021-05-16;206;117;40;61;2021-05-10
Libertador General Bernardo O'Higgins;06;2021-05-17;206;118;44;61;2021-05-17
