semana;codigo_comuna;Casos_actuales_fin;Casos_actuales_ini;Casos_actuales_prom
2020-07-20;16107;14;31;22,5
2020-07-20;16201;3;12;7,5
2020-07-20;16206;8;14;11
2020-07-20;16301;38;42;40
2020-07-20;16304;3;5;4
2020-07-20;16108;19;30;24,5
2020-07-20;16305;10;27;18,5
2020-07-20;16207;1;2;1,5
2020-07-20;16109;13;15;14
2020-07-20;8314;4;11;7,5
2020-07-20;8302;1;6;3,5
2020-07-20;8202;37;25;31
2020-07-20;8303;10;14;12
2020-07-20;8203;38;31;34,5
2020-07-20;8103;84;99;91,5
2020-07-20;8101;182;202;192
2020-07-20;8204;2;2;2
2020-07-20;8102;149;138;143,5
2020-07-20;8205;46;60;53
2020-07-20;8104;10;4;7
2020-07-20;8112;89;92;90,5
2020-07-20;8105;28;32;30
2020-07-20;8304;20;22;21
2020-07-20;8201;7;5;6
2020-07-20;8206;20;13;16,5
2020-07-20;8301;125;160;142,5
2020-07-20;8106;44;45;44,5
2020-07-20;8305;17;26;21,5
2020-07-20;8306;4;10;7
2020-07-20;8307;11;14;12,5
2020-07-20;8107;54;51;52,5
2020-07-20;8308;3;3;3
2020-07-20;8309;10;12;11
2020-07-20;8108;115;118;116,5
2020-07-20;8310;3;5;4
2020-07-20;8311;15;14;14,5
2020-07-20;8109;12;12;12
2020-07-20;8110;193;167;180
2020-07-20;8207;0;0;0
2020-07-20;8111;37;21;29
2020-07-20;8312;9;13;11
2020-07-20;8313;8;30;19
2020-07-20;9201;29;22;25,5
2020-07-20;9102;2;5;3,5
2020-07-20;9121;3;4;3,5
2020-07-20;9202;1;1;1
2020-07-20;9103;9;17;13
2020-07-20;9203;5;5;5
2020-07-20;9104;0;0;0
2020-07-20;9204;1;7;4
2020-07-20;9105;5;4;4,5
2020-07-20;9106;0;0;0
2020-07-20;9107;0;0;0
2020-07-20;9108;20;12;16
2020-07-20;9109;1;2;1,5
2020-07-20;9205;0;0;0
2020-07-20;9206;1;2;1,5
2020-07-20;9207;1;1;1
2020-07-20;9110;0;2;1
2020-07-20;9111;3;1;2
2020-07-20;9112;13;9;11
2020-07-20;9113;2;3;2,5
2020-07-20;9114;2;0;1
2020-07-20;9115;6;8;7
2020-07-20;9208;5;4;4,5
2020-07-20;9209;0;0;0
2020-07-20;9116;0;1;0,5
2020-07-20;9101;63;57;60
2020-07-20;9117;0;0;0
2020-07-20;9118;0;0;0
2020-07-20;9210;5;0;2,5
2020-07-20;9211;16;9;12,5
2020-07-20;9119;8;6;7
2020-07-20;9120;2;3;2,5
2020-07-20;14102;0;0;0
2020-07-20;14202;0;0;0
2020-07-20;14201;10;11;10,5
2020-07-20;14203;0;0;0
2020-07-20;14103;0;1;0,5
2020-07-20;14104;0;0;0
2020-07-20;14105;0;0;0
2020-07-20;14106;13;13;13
2020-07-20;14107;1;1;1
2020-07-20;14108;2;8;5
2020-07-20;14204;3;0;1,5
2020-07-20;14101;58;67;62,5
2020-07-20;10202;5;6;5,5
2020-07-20;10102;34;45;39,5
2020-07-20;10201;5;0;2,5
2020-07-20;10401;1;9;5
2020-07-20;10203;0;0;0
2020-07-20;10103;5;1;3
2020-07-20;10204;0;2;1
2020-07-20;10205;0;0;0
2020-07-20;10104;5;3;4
2020-07-20;10105;6;10;8
2020-07-20;10402;0;0;0
2020-07-20;10403;6;1;3,5
2020-07-20;10107;10;6;8
2020-07-20;10106;7;4;5,5
2020-07-20;10108;15;16;15,5
2020-07-20;10301;64;54;59
2020-07-20;10404;0;0;0
2020-07-20;10101;410;350;380
2020-07-20;10302;0;0;0
2020-07-20;10109;25;15;20
2020-07-20;10206;0;0;0
2020-07-20;10303;7;2;4,5
2020-07-20;10304;3;0;1,5
2020-07-20;10207;1;0;0,5
2020-07-20;10208;1;1;1
2020-07-20;10209;0;0;0
2020-07-20;10210;2;0;1
2020-07-20;10305;2;4;3
2020-07-20;10306;0;1;0,5
2020-07-20;10307;0;1;0,5
2020-07-20;11201;11;18;14,5
2020-07-20;11401;0;0;0
2020-07-20;11202;0;0;0
2020-07-20;11301;0;0;0
2020-07-20;11101;0;2;1
2020-07-20;11203;0;0;0
2020-07-20;11102;0;0;0
2020-07-20;11302;0;0;0
2020-07-20;11402;0;0;0
2020-07-20;11303;0;0;0
2020-07-20;12202;0;0;0
2020-07-20;12201;0;0;0
2020-07-20;12102;0;0;0
2020-07-20;12401;1;2;1,5
2020-07-20;12301;0;0;0
2020-07-20;12302;0;0;0
2020-07-20;12101;72;97;84,5
2020-07-20;12103;0;0;0
2020-07-20;12104;0;0;0
2020-07-20;12303;0;0;0
2020-07-20;12402;0;0;0
2020-07-27;15101;962;984;973
2020-07-27;15102;2;2;2
2020-07-27;15202;1;1;1
2020-07-27;15201;3;7;5
2020-07-27;1107;180;128;154
2020-07-27;1402;3;1;2
2020-07-27;1403;12;12;12
2020-07-27;1404;13;18;15,5
2020-07-27;1101;483;399;441
2020-07-27;1405;46;26;36
2020-07-27;1401;140;53;96,5
2020-07-27;2101;654;680;667
2020-07-27;2201;375;413;394
2020-07-27;2302;15;12;13,5
2020-07-27;2102;19;24;21,5
2020-07-27;2202;0;5;2,5
2020-07-27;2203;30;37;33,5
2020-07-27;2103;7;10;8,5
2020-07-27;2104;6;16;11
2020-07-27;2301;17;22;19,5
2020-07-27;3302;1;1;1
2020-07-27;3102;21;24;22,5
2020-07-27;3201;11;9;10
2020-07-27;3101;581;419;500
2020-07-27;3202;3;3;3
2020-07-27;3303;10;4;7
2020-07-27;3304;6;4;5
2020-07-27;3103;47;41;44
2020-07-27;3301;40;48;44
2020-07-27;4103;2;4;3
2020-07-27;4202;2;5;3,5
2020-07-27;4302;1;0;0,5
2020-07-27;4102;432;434;433
2020-07-27;4201;28;10;19
2020-07-27;4104;23;28;25,5
2020-07-27;4101;398;366;382
2020-07-27;4203;26;23;24,5
2020-07-27;4303;12;16;14
2020-07-27;4301;87;63;75
2020-07-27;4105;2;0;1
2020-07-27;4304;9;17;13
2020-07-27;4305;4;3;3,5
2020-07-27;4204;37;31;34
2020-07-27;4106;12;32;22
2020-07-27;5602;0;0;0
2020-07-27;5402;11;12;11,5
2020-07-27;5502;95;122;108,5
2020-07-27;5302;9;9;9
2020-07-27;5603;10;12;11
2020-07-27;5102;23;27;25
2020-07-27;5702;21;14;17,5
2020-07-27;5103;22;25;23,5
2020-07-27;5604;14;16;15
2020-07-27;5605;21;11;16
2020-07-27;5503;21;23;22
2020-07-27;5201;0;0;0
2020-07-27;5104;0;0;0
2020-07-27;5504;33;37;35
2020-07-27;5401;35;42;38,5
2020-07-27;5802;40;56;48
2020-07-27;5703;33;28;30,5
2020-07-27;5301;63;79;71
2020-07-27;5506;41;42;41,5
2020-07-27;5803;20;24;22
2020-07-27;5704;18;26;22
2020-07-27;5403;4;5;4,5
2020-07-27;5404;6;9;7,5
2020-07-27;5105;8;5;6,5
2020-07-27;5705;19;18;18,5
2020-07-27;5501;97;95;96
2020-07-27;5801;74;80;77
2020-07-27;5107;15;20;17,5
2020-07-27;5303;10;13;11,5
2020-07-27;5601;79;85;82
2020-07-27;5304;14;17;15,5
2020-07-27;5701;28;48;38
2020-07-27;5706;16;17;16,5
2020-07-27;5606;2;3;2,5
2020-07-27;5101;296;288;292
2020-07-27;5804;63;73;68
2020-07-27;5109;200;217;208,5
2020-07-27;5405;6;10;8
2020-07-27;13502;23;26;24,5
2020-07-27;13402;89;123;106
2020-07-27;13403;18;22;20
2020-07-27;13102;105;115;110
2020-07-27;13103;136;144;140
2020-07-27;13301;67;87;77
2020-07-27;13104;124;123;123,5
2020-07-27;13503;38;52;45
2020-07-27;13105;185;206;195,5
2020-07-27;13602;47;56;51,5
2020-07-27;13106;127;156;141,5
2020-07-27;13107;110;117;113,5
2020-07-27;13108;119;132;125,5
2020-07-27;13603;122;139;130,5
2020-07-27;13109;82;90;86
2020-07-27;13110;281;337;309
2020-07-27;13111;121;141;131
2020-07-27;13112;254;302;278
2020-07-27;13113;43;51;47
2020-07-27;13302;76;126;101
2020-07-27;13114;125;161;143
2020-07-27;13115;64;76;70
2020-07-27;13116;119;131;125
2020-07-27;13117;120;155;137,5
2020-07-27;13118;128;110;119
2020-07-27;13119;372;408;390
2020-07-27;13504;13;19;16
2020-07-27;13501;107;148;127,5
2020-07-27;13120;115;109;112
2020-07-27;13604;71;60;65,5
2020-07-27;13404;57;71;64
2020-07-27;13121;112;124;118
2020-07-27;13605;90;85;87,5
2020-07-27;13122;271;276;273,5
2020-07-27;13202;19;23;21
2020-07-27;13123;95;101;98
2020-07-27;13124;221;280;250,5
2020-07-27;13201;494;582;538
2020-07-27;13125;194;186;190
2020-07-27;13126;143;129;136
2020-07-27;13127;147;132;139,5
2020-07-27;13128;301;362;331,5
2020-07-27;13401;274;285;279,5
2020-07-27;13129;123;180;151,5
2020-07-27;13203;34;30;32
2020-07-27;13130;124;139;131,5
2020-07-27;13505;5;7;6
2020-07-27;13131;95;110;102,5
2020-07-27;13101;236;299;267,5
2020-07-27;13601;92;72;82
2020-07-27;13303;18;21;19,5
2020-07-27;13132;33;34;33,5
2020-07-27;6302;14;25;19,5
2020-07-27;6303;19;20;19,5
2020-07-27;6102;17;30;23,5
2020-07-27;6103;9;14;11,5
2020-07-27;6104;44;48;46
2020-07-27;6105;27;40;33,5
2020-07-27;6106;28;36;32
2020-07-27;6202;1;3;2
2020-07-27;6107;11;16;13,5
2020-07-27;6203;5;5;5
2020-07-27;6304;2;0;1
2020-07-27;6108;51;65;58
2020-07-27;6109;26;24;25
2020-07-27;6204;5;6;5,5
2020-07-27;6110;24;20;22
2020-07-27;6305;4;6;5
2020-07-27;6205;1;2;1,5
2020-07-27;6111;14;15;14,5
2020-07-27;6306;4;2;3
2020-07-27;6206;4;2;3
2020-07-27;6307;1;1;1
2020-07-27;6112;10;17;13,5
2020-07-27;6113;25;22;23,5
2020-07-27;6201;2;5;3,5
2020-07-27;6308;7;9;8
2020-07-27;6309;0;0;0
2020-07-27;6114;14;17;15,5
2020-07-27;6101;262;328;295
2020-07-27;6115;87;123;105
2020-07-27;6116;27;28;27,5
2020-07-27;6301;78;73;75,5
2020-07-27;6117;57;58;57,5
2020-07-27;6310;29;25;27
2020-07-27;7201;16;25;20,5
2020-07-27;7202;3;6;4,5
2020-07-27;7402;26;27;26,5
2020-07-27;7102;65;88;76,5
2020-07-27;7103;7;5;6
2020-07-27;7301;182;168;175
2020-07-27;7104;2;1;1,5
2020-07-27;7302;1;2;1,5
2020-07-27;7303;2;0;1
2020-07-27;7401;94;106;100
2020-07-27;7403;11;12;11,5
2020-07-27;7105;67;70;68,5
2020-07-27;7304;33;29;31
2020-07-27;7404;15;15;15
2020-07-27;7106;40;38;39
2020-07-27;7203;6;4;5
2020-07-27;7107;3;4;3,5
2020-07-27;7305;16;20;18
2020-07-27;7405;11;4;7,5
2020-07-27;7108;24;15;19,5
2020-07-27;7306;20;26;23
2020-07-27;7307;7;9;8
2020-07-27;7109;37;48;42,5
2020-07-27;7406;79;74;76,5
2020-07-27;7110;2;3;2,5
2020-07-27;7101;151;162;156,5
2020-07-27;7308;43;51;47
2020-07-27;7309;1;2;1,5
2020-07-27;7407;21;32;26,5
2020-07-27;7408;15;11;13
2020-07-27;16102;39;29;34
2020-07-27;16101;92;134;113
2020-07-27;16103;11;24;17,5
2020-07-27;16202;1;1;1
2020-07-27;16203;4;3;3,5
2020-07-27;16302;20;28;24
2020-07-27;16104;10;7;8,5
2020-07-27;16204;4;5;4,5
2020-07-27;16303;10;10;10
2020-07-27;16105;1;2;1,5
2020-07-27;16106;4;7;5,5
2020-07-27;16205;0;4;2
2020-07-27;16107;11;8;9,5
2020-07-27;16201;5;2;3,5
2020-07-27;16206;5;9;7
2020-07-27;16301;23;36;29,5
2020-07-27;16304;1;1;1
2020-07-27;16108;17;21;19
2020-07-27;16305;6;7;6,5
2020-07-27;16207;3;1;2
2020-07-27;16109;14;14;14
2020-07-27;8314;1;3;2
2020-07-27;8302;7;5;6
2020-07-27;8202;72;57;64,5
2020-07-27;8303;7;9;8
2020-07-27;8203;44;51;47,5
2020-07-27;8103;86;86;86
2020-07-27;8101;186;206;196
2020-07-27;8204;1;3;2
2020-07-27;8102;140;150;145
2020-07-27;8205;31;51;41
2020-07-27;8104;19;21;20
2020-07-27;8112;75;91;83
2020-07-27;8105;24;30;27
2020-07-27;8304;21;22;21,5
2020-07-27;8201;5;10;7,5
2020-07-27;8206;22;26;24
2020-07-27;8301;99;109;104
2020-07-27;8106;53;44;48,5
2020-07-27;8305;3;8;5,5
2020-07-27;8306;5;4;4,5
2020-07-27;8307;6;8;7
2020-07-27;8107;74;63;68,5
2020-07-27;8308;3;3;3
2020-07-27;8309;7;10;8,5
2020-07-27;8108;121;116;118,5
2020-07-27;8310;1;1;1
2020-07-27;8311;27;19;23
2020-07-27;8109;6;11;8,5
2020-07-27;8110;230;226;228
2020-07-27;8207;1;1;1
2020-07-27;8111;57;37;47
2020-07-27;8312;6;8;7
2020-07-27;8313;10;5;7,5
2020-07-27;9201;43;32;37,5
2020-07-27;9102;16;7;11,5
2020-07-27;9121;3;2;2,5
2020-07-27;9202;3;2;2,5
2020-07-27;9103;6;10;8
2020-07-27;9203;2;0;1
2020-07-27;9104;0;0;0
2020-07-27;9204;23;12;17,5
2020-07-27;9105;7;6;6,5
2020-07-27;9106;0;0;0
2020-07-27;9107;1;0;0,5
2020-07-27;9108;28;23;25,5
2020-07-27;9109;1;2;1,5
2020-07-27;9205;0;0;0
2020-07-27;9206;16;2;9
2020-07-27;9207;0;0;0
2020-07-27;9110;0;0;0
2020-07-27;9111;3;4;3,5
2020-07-27;9112;12;15;13,5
2020-07-27;9113;0;2;1
2020-07-27;9114;3;2;2,5
2020-07-27;9115;6;5;5,5
2020-07-27;9208;2;4;3
2020-07-27;9209;8;4;6
2020-07-27;9116;0;0;0
2020-07-27;9101;77;67;72
2020-07-27;9117;0;0;0
2020-07-27;9118;1;0;0,5
2020-07-27;9210;11;7;9
2020-07-27;9211;17;21;19
2020-07-27;9119;16;14;15
2020-07-27;9120;4;4;4
2020-07-27;14102;0;0;0
2020-07-27;14202;0;0;0
2020-07-27;14201;4;9;6,5
2020-07-27;14203;0;0;0
2020-07-27;14103;0;0;0
2020-07-27;14104;0;0;0
2020-07-27;14105;9;9;9
2020-07-27;14106;4;6;5
2020-07-27;14107;5;4;4,5
2020-07-27;14108;0;0;0
2020-07-27;14204;4;4;4
2020-07-27;14101;44;52;48
2020-07-27;10202;4;9;6,5
2020-07-27;10102;23;30;26,5
2020-07-27;10201;16;14;15
2020-07-27;10401;0;0;0
2020-07-27;10203;0;0;0
2020-07-27;10103;2;2;2
2020-07-27;10204;0;0;0
2020-07-27;10205;0;0;0
2020-07-27;10104;25;9;17
2020-07-27;10105;17;8;12,5
2020-07-27;10402;0;0;0
2020-07-27;10403;3;6;4,5
2020-07-27;10107;44;33;38,5
2020-07-27;10106;17;12;14,5
2020-07-27;10108;20;18;19
2020-07-27;10301;93;84;88,5
2020-07-27;10404;0;0;0
2020-07-27;10101;569;513;541
2020-07-27;10302;2;0;1
2020-07-27;10109;22;28;25
2020-07-27;10206;0;0;0
2020-07-27;10303;5;7;6
2020-07-27;10304;1;1;1
2020-07-27;10207;0;0;0
2020-07-27;10208;1;2;1,5
2020-07-27;10209;0;0;0
2020-07-27;10210;0;0;0
2020-07-27;10305;3;2;2,5
2020-07-27;10306;3;0;1,5
2020-07-27;10307;2;1;1,5
2020-07-27;11201;8;12;10
2020-07-27;11401;0;0;0
2020-07-27;11202;0;0;0
2020-07-27;11301;0;0;0
2020-07-27;11101;2;0;1
2020-07-27;11203;0;0;0
2020-07-27;11102;0;0;0
2020-07-27;11302;0;0;0
2020-07-27;11402;0;0;0
2020-07-27;11303;0;0;0
2020-07-27;12202;0;0;0
2020-07-27;12201;0;0;0
2020-07-27;12102;0;0;0
2020-07-27;12401;2;1;1,5
2020-07-27;12301;0;0;0
2020-07-27;12302;0;0;0
2020-07-27;12101;127;70;98,5
2020-07-27;12103;0;0;0
2020-07-27;12104;0;0;0
2020-07-27;12303;0;0;0
2020-07-27;12402;0;0;0
2020-08-03;15101;709;861;785
2020-08-03;15102;4;6;5
2020-08-03;15202;1;0;0,5
2020-08-03;15201;10;1;5,5
2020-08-03;1107;195;190;192,5
2020-08-03;1402;2;3;2,5
2020-08-03;1403;3;11;7
2020-08-03;1404;6;9;7,5
2020-08-03;1101;380;433;406,5
2020-08-03;1405;41;48;44,5
2020-08-03;1401;145;143;144
2020-08-03;2101;747;689;718
2020-08-03;2201;298;313;305,5
2020-08-03;2302;12;18;15
2020-08-03;2102;29;26;27,5
2020-08-03;2202;3;0;1,5
2020-08-03;2203;26;35;30,5
2020-08-03;2103;4;8;6
2020-08-03;2104;16;7;11,5
2020-08-03;2301;11;8;9,5
2020-08-03;3302;0;0;0
2020-08-03;3102;25;19;22
2020-08-03;3201;7;9;8
2020-08-03;3101;685;673;679
2020-08-03;3202;4;2;3
2020-08-03;3303;10;8;9
2020-08-03;3304;6;7;6,5
2020-08-03;3103;63;62;62,5
2020-08-03;3301;33;47;40
2020-08-03;4103;6;2;4
2020-08-03;4202;3;2;2,5
2020-08-03;4302;4;2;3
2020-08-03;4102;389;414;401,5
2020-08-03;4201;39;33;36
2020-08-03;4104;21;19;20
2020-08-03;4101;405;413;409
2020-08-03;4203;23;22;22,5
2020-08-03;4303;21;17;19
2020-08-03;4301;115;89;102
2020-08-03;4105;2;2;2
2020-08-03;4304;5;5;5
2020-08-03;4305;2;3;2,5
2020-08-03;4204;30;36;33
2020-08-03;4106;14;11;12,5
2020-08-03;5602;0;0;0
2020-08-03;5402;5;5;5
2020-08-03;5502;85;82;83,5
2020-08-03;5302;22;11;16,5
2020-08-03;5603;15;13;14
2020-08-03;5102;57;29;43
2020-08-03;5702;32;24;28
2020-08-03;5103;26;21;23,5
2020-08-03;5604;10;12;11
2020-08-03;5605;27;20;23,5
2020-08-03;5503;25;24;24,5
2020-08-03;5201;0;0;0
2020-08-03;5104;0;0;0
2020-08-03;5504;32;35;33,5
2020-08-03;5401;55;38;46,5
2020-08-03;5802;54;41;47,5
2020-08-03;5703;29;28;28,5
2020-08-03;5301;34;54;44
2020-08-03;5506;46;32;39
2020-08-03;5803;14;19;16,5
2020-08-03;5704;3;9;6
2020-08-03;5403;10;8;9
2020-08-03;5404;23;10;16,5
2020-08-03;5105;14;9;11,5
2020-08-03;5705;15;22;18,5
2020-08-03;5501;129;96;112,5
2020-08-03;5801;100;75;87,5
2020-08-03;5107;14;10;12
2020-08-03;5303;4;5;4,5
2020-08-03;5601;77;81;79
2020-08-03;5304;14;16;15
2020-08-03;5701;95;49;72
2020-08-03;5706;24;23;23,5
2020-08-03;5606;2;3;2,5
2020-08-03;5101;372;289;330,5
2020-08-03;5804;109;79;94
2020-08-03;5109;304;234;269
2020-08-03;5405;5;3;4
2020-08-03;13502;16;27;21,5
2020-08-03;13402;84;77;80,5
2020-08-03;13403;12;15;13,5
2020-08-03;13102;83;123;103
2020-08-03;13103;199;151;175
2020-08-03;13301;74;70;72
2020-08-03;13104;142;132;137
2020-08-03;13503;38;38;38
2020-08-03;13105;135;162;148,5
2020-08-03;13602;42;63;52,5
2020-08-03;13106;111;123;117
2020-08-03;13107;107;115;111
2020-08-03;13108;136;136;136
2020-08-03;13603;98;89;93,5
2020-08-03;13109;77;74;75,5
2020-08-03;13110;273;272;272,5
2020-08-03;13111;84;109;96,5
2020-08-03;13112;253;239;246
2020-08-03;13113;56;44;50
2020-08-03;13302;98;70;84
2020-08-03;13114;116;124;120
2020-08-03;13115;76;75;75,5
2020-08-03;13116;139;114;126,5
2020-08-03;13117;149;107;128
2020-08-03;13118;129;129;129
2020-08-03;13119;344;374;359
2020-08-03;13504;9;11;10
2020-08-03;13501;90;92;91
2020-08-03;13120;118;110;114
2020-08-03;13604;52;87;69,5
2020-08-03;13404;50;51;50,5
2020-08-03;13121;108;105;106,5
2020-08-03;13605;74;88;81
2020-08-03;13122;245;253;249
2020-08-03;13202;32;25;28,5
2020-08-03;13123;79;92;85,5
2020-08-03;13124;200;197;198,5
2020-08-03;13201;580;455;517,5
2020-08-03;13125;180;188;184
2020-08-03;13126;202;186;194
2020-08-03;13127;138;155;146,5
2020-08-03;13128;226;279;252,5
2020-08-03;13401;253;267;260
2020-08-03;13129;116;105;110,5
2020-08-03;13203;40;39;39,5
2020-08-03;13130;148;115;131,5
2020-08-03;13505;4;5;4,5
2020-08-03;13131;78;88;83
2020-08-03;13101;214;238;226
2020-08-03;13601;36;76;56
2020-08-03;13303;12;15;13,5
2020-08-03;13132;45;44;44,5
2020-08-03;6302;8;13;10,5
2020-08-03;6303;17;17;17
2020-08-03;6102;18;16;17
2020-08-03;6103;11;9;10
2020-08-03;6104;45;51;48
2020-08-03;6105;37;35;36
2020-08-03;6106;21;17;19
2020-08-03;6202;2;2;2
2020-08-03;6107;25;18;21,5
2020-08-03;6203;11;6;8,5
2020-08-03;6304;10;3;6,5
2020-08-03;6108;47;52;49,5
2020-08-03;6109;8;20;14
2020-08-03;6204;2;3;2,5
2020-08-03;6110;23;25;24
2020-08-03;6305;9;6;7,5
2020-08-03;6205;3;3;3
2020-08-03;6111;12;19;15,5
2020-08-03;6306;15;7;11
2020-08-03;6206;7;4;5,5
2020-08-03;6307;6;6;6
2020-08-03;6112;20;7;13,5
2020-08-03;6113;56;23;39,5
2020-08-03;6201;0;0;0
2020-08-03;6308;2;2;2
2020-08-03;6309;0;0;0
2020-08-03;6114;15;12;13,5
2020-08-03;6101;218;202;210
2020-08-03;6115;61;71;66
2020-08-03;6116;35;29;32
2020-08-03;6301;86;68;77
2020-08-03;6117;59;53;56
2020-08-03;6310;52;41;46,5
2020-08-03;7201;14;19;16,5
2020-08-03;7202;1;1;1
2020-08-03;7402;14;25;19,5
2020-08-03;7102;26;47;36,5
2020-08-03;7103;6;7;6,5
2020-08-03;7301;142;170;156
2020-08-03;7104;2;2;2
2020-08-03;7302;1;0;0,5
2020-08-03;7303;3;3;3
2020-08-03;7401;104;95;99,5
2020-08-03;7403;13;14;13,5
2020-08-03;7105;34;53;43,5
2020-08-03;7304;29;25;27
2020-08-03;7404;16;14;15
2020-08-03;7106;29;40;34,5
2020-08-03;7203;2;5;3,5
2020-08-03;7107;2;3;2,5
2020-08-03;7305;7;13;10
2020-08-03;7405;16;12;14
2020-08-03;7108;19;17;18
2020-08-03;7306;20;23;21,5
2020-08-03;7307;14;9;11,5
2020-08-03;7109;44;31;37,5
2020-08-03;7406;53;82;67,5
2020-08-03;7110;4;4;4
2020-08-03;7101;170;141;155,5
2020-08-03;7308;42;48;45
2020-08-03;7309;0;0;0
2020-08-03;7407;8;10;9
2020-08-03;7408;21;12;16,5
2020-08-03;16102;84;52;68
2020-08-03;16101;119;95;107
2020-08-03;16103;10;8;9
2020-08-03;16202;0;1;0,5
2020-08-03;16203;7;8;7,5
2020-08-03;16302;11;13;12
2020-08-03;16104;14;11;12,5
2020-08-03;16204;1;4;2,5
2020-08-03;16303;5;8;6,5
2020-08-03;16105;2;1;1,5
2020-08-03;16106;1;3;2
2020-08-03;16205;0;0;0
2020-08-03;16107;6;8;7
2020-08-03;16201;7;8;7,5
2020-08-03;16206;0;5;2,5
2020-08-03;16301;11;16;13,5
2020-08-03;16304;1;2;1,5
2020-08-03;16108;8;7;7,5
2020-08-03;16305;17;14;15,5
2020-08-03;16207;1;2;1,5
2020-08-03;16109;7;15;11
2020-08-03;8314;1;1;1
2020-08-03;8302;1;6;3,5
2020-08-03;8202;66;67;66,5
2020-08-03;8303;14;8;11
2020-08-03;8203;28;36;32
2020-08-03;8103;78;79;78,5
2020-08-03;8101;219;211;215
2020-08-03;8204;0;0;0
2020-08-03;8102;187;146;166,5
2020-08-03;8205;23;26;24,5
2020-08-03;8104;8;9;8,5
2020-08-03;8112;100;87;93,5
2020-08-03;8105;46;29;37,5
2020-08-03;8304;15;20;17,5
2020-08-03;8201;5;5;5
2020-08-03;8206;13;18;15,5
2020-08-03;8301;99;118;108,5
2020-08-03;8106;68;65;66,5
2020-08-03;8305;8;4;6
2020-08-03;8306;6;3;4,5
2020-08-03;8307;3;3;3
2020-08-03;8107;84;80;82
2020-08-03;8308;5;4;4,5
2020-08-03;8309;16;16;16
2020-08-03;8108;126;119;122,5
2020-08-03;8310;2;1;1,5
2020-08-03;8311;13;25;19
2020-08-03;8109;4;5;4,5
2020-08-03;8110;191;189;190
2020-08-03;8207;3;2;2,5
2020-08-03;8111;88;77;82,5
2020-08-03;8312;5;9;7
2020-08-03;8313;26;12;19
2020-08-03;9201;27;35;31
2020-08-03;9102;18;14;16
2020-08-03;9121;2;3;2,5
2020-08-03;9202;19;8;13,5
2020-08-03;9103;3;4;3,5
2020-08-03;9203;1;4;2,5
2020-08-03;9104;0;0;0
2020-08-03;9204;5;19;12
2020-08-03;9105;4;5;4,5
2020-08-03;9106;1;2;1,5
2020-08-03;9107;1;1;1
2020-08-03;9108;10;22;16
2020-08-03;9109;0;1;0,5
2020-08-03;9205;0;0;0
2020-08-03;9206;27;30;28,5
2020-08-03;9207;0;0;0
2020-08-03;9110;1;0;0,5
2020-08-03;9111;8;3;5,5
2020-08-03;9112;7;11;9
2020-08-03;9113;0;0;0
2020-08-03;9114;5;5;5
2020-08-03;9115;7;7;7
2020-08-03;9208;3;2;2,5
2020-08-03;9209;0;6;3
2020-08-03;9116;0;0;0
2020-08-03;9101;116;101;108,5
2020-08-03;9117;0;0;0
2020-08-03;9118;1;1;1
2020-08-03;9210;1;11;6
2020-08-03;9211;14;14;14
2020-08-03;9119;9;15;12
2020-08-03;9120;1;1;1
2020-08-03;14102;0;0;0
2020-08-03;14202;0;0;0
2020-08-03;14201;6;4;5
2020-08-03;14203;0;0;0
2020-08-03;14103;2;2;2
2020-08-03;14104;0;0;0
2020-08-03;14105;0;7;3,5
2020-08-03;14106;1;2;1,5
2020-08-03;14107;4;4;4
2020-08-03;14108;1;1;1
2020-08-03;14204;9;5;7
2020-08-03;14101;42;39;40,5
2020-08-03;10202;6;5;5,5
2020-08-03;10102;58;25;41,5
2020-08-03;10201;12;18;15
2020-08-03;10401;1;1;1
2020-08-03;10203;0;0;0
2020-08-03;10103;3;2;2,5
2020-08-03;10204;0;0;0
2020-08-03;10205;1;1;1
2020-08-03;10104;30;25;27,5
2020-08-03;10105;32;28;30
2020-08-03;10402;0;0;0
2020-08-03;10403;0;0;0
2020-08-03;10107;45;46;45,5
2020-08-03;10106;21;15;18
2020-08-03;10108;38;24;31
2020-08-03;10301;164;129;146,5
2020-08-03;10404;0;0;0
2020-08-03;10101;518;578;548
2020-08-03;10302;31;10;20,5
2020-08-03;10109;65;36;50,5
2020-08-03;10206;0;0;0
2020-08-03;10303;12;6;9
2020-08-03;10304;5;6;5,5
2020-08-03;10207;0;0;0
2020-08-03;10208;1;1;1
2020-08-03;10209;0;0;0
2020-08-03;10210;1;1;1
2020-08-03;10305;6;6;6
2020-08-03;10306;9;11;10
2020-08-03;10307;4;4;4
2020-08-03;11201;8;8;8
2020-08-03;11401;0;0;0
2020-08-03;11202;0;0;0
2020-08-03;11301;0;0;0
2020-08-03;11101;5;6;5,5
2020-08-03;11203;1;0;0,5
2020-08-03;11102;0;0;0
2020-08-03;11302;0;0;0
2020-08-03;11402;0;0;0
2020-08-03;11303;0;0;0
2020-08-03;12202;0;0;0
2020-08-03;12201;0;0;0
2020-08-03;12102;0;0;0
2020-08-03;12401;3;2;2,5
2020-08-03;12301;0;0;0
2020-08-03;12302;0;0;0
2020-08-03;12101;236;173;204,5
2020-08-03;12103;0;0;0
2020-08-03;12104;0;0;0
2020-08-03;12303;0;0;0
2020-08-03;12402;0;0;0
